price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type,price_crore
57500000,ready to move,2875,20000,4 bhk apartment in m3m latitude,sector 65,proptiger,FALSE,4,m3m latitude,m3m,apartment,0.0575
43000000,ready to move,1536,28000,4 bhk apartment in m3m latitude,sector 65,proptiger,FALSE,4,m3m latitude,m3m,apartment,0.043
162900000,ready to move,7330,22237,5 bhk villa in sobha international city presidential villa,sector 109,proptiger,FALSE,5,sobha international city presidential villa,sobha,villa,0.1629
127100000,ready to move,5812,21882,5 bhk villa in sobha international city presidential villa,sector 109,proptiger,FALSE,5,sobha international city presidential villa,sobha,villa,0.1271
151900000,ready to move,8998,16882,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.1519
69900000,ready to move,3147,22242,4 bhk villa in sobha international city presidential villa,sector 109,proptiger,FALSE,4,sobha international city presidential villa,sobha,villa,0.0699
38100000,ready to move,2260,16882,4 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,4,experion the westerlies,experion,villa,0.0381
85700000,ready to move,3854,22257,4 bhk villa in sobha international city presidential villa,sector 109,proptiger,FALSE,4,sobha international city presidential villa,sobha,villa,0.0857
152200000,ready to move,9020,16882,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.1522
129200000,ready to move,5815,22235,5 bhk villa in sobha international city presidential villa,sector 109,home,FALSE,5,sobha international city presidential villa,sobha,villa,0.1292
75700000,ready to move,4486,16882,4 bhk villa in experion the westerlies,sector 108,property in gurgaon,FALSE,4,experion the westerlies,experion,villa,0.0757
88700000,ready to move,5260,16882,4 bhk villa in experion the westerlies,sector 108,properties for sale in gurgaon,FALSE,4,experion the westerlies,experion,villa,0.0887
54500000,ready to move,3229,16881,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.0545
39900000,ready to move,3153,12686,3 bhk villa in sobha international city presidential villa,sector 109,proptiger,FALSE,3,sobha international city presidential villa,sobha,villa,0.0399
88100000,ready to move,5222,16882,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.0881
137500000,ready to move,8146,16881,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.1375
115200000,ready to move,6824,16882,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.1152
111900000,ready to move,5036,22234,5 bhk villa in sobha international city presidential villa,sector 109,proptiger,FALSE,5,sobha international city presidential villa,sobha,villa,0.1119
83900000,ready to move,4973,16881,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.0839
68500000,ready to move,4058,16881,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.0685
80700000,ready to move,4782,16882,4 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,4,experion the westerlies,experion,villa,0.0807
116400000,ready to move,6899,16882,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.1164
141700000,ready to move,8397,16882,5 bhk villa in experion the westerlies,sector 108,proptiger,FALSE,5,experion the westerlies,experion,villa,0.1417
77800000,ready to move,3500,22257,4 bhk villa in sobha international city presidential villa,sector 109,proptiger,FALSE,4,sobha international city presidential villa,sobha,villa,0.0778
41000000,under construction,2333,17612,3 bhk apartment in central park the orchard,sohna gurgaon,proptiger,TRUE,3,central park the orchard,central,apartment,0.041
37400000,under construction,2129,17612,3 bhk apartment in central park the orchard,sohna gurgaon,proptiger,TRUE,3,central park the orchard,central,apartment,0.0374
35400000,under construction,1336,26583,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0354
55100000,under construction,2040,27044,4 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,4,birla navya gurugram,birla,apartment,0.0551
36000000,under construction,1356,26565,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.036
39100000,ready to move,2433,16083,3 bhk apartment in m3m merlin iconic tower,sector 67,home,FALSE,3,m3m merl,m3m,apartment,0.0391
39000000,ready to move,2427,16109,3 bhk apartment in m3m merlin iconic tower,sector 67,property in gurgaon,FALSE,3,m3m merl,m3m,apartment,0.039
36900000,ready to move,2295,16082,3 bhk apartment in m3m merlin iconic tower,sector 67,properties for sale in gurgaon,FALSE,3,m3m merl,m3m,apartment,0.0369
37000000,ready to move,2305,16095,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.037
38500000,ready to move,2400,16083,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0385
32600000,ready to move,2025,16099,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0326
26300000,ready to move,2398,11000,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0263
42700000,ready to move,2660,16090,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0427
35400000,under construction,1336,26565,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0354
53800000,ready to move,3341,16103,4 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,4,m3m merl,m3m,apartment,0.0538
62100000,ready to move,3865,16092,4 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,4,m3m merl,m3m,apartment,0.0621
42900000,ready to move,2668,16083,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0429
50300000,ready to move,3125,16096,4 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,4,m3m merl,m3m,apartment,0.0503
37900000,ready to move,2358,16114,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0379
37800000,ready to move,2356,16083,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0378
53100000,ready to move,3297,16105,4 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,4,m3m merl,m3m,apartment,0.0531
33800000,ready to move,1512,22405,3 bhk apartment in sobha city vista residences,sector 108,proptiger,FALSE,3,sobha city vista residences,sobha,apartment,0.0338
32900000,ready to move,2047,16121,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0329
50800000,ready to move,3154,16107,4 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,4,m3m merl,m3m,apartment,0.0508
43800000,ready to move,2727,16098,3 bhk apartment in m3m merlin iconic tower,sector 67,proptiger,FALSE,3,m3m merl,m3m,apartment,0.0438
36800000,under construction,1388,26565,3 bhk apartment in birla navya gurugram,sector 63,home,TRUE,3,birla navya gurugram,birla,apartment,0.0368
60200000,ready to move,5480,11000,5 bhk villa in bestech park view ananda villas,sector 81,property in gurgaon,FALSE,5,bestech park view ananda villas,bestech,villa,0.0602
64200000,ready to move,5840,11000,5 bhk villa in bestech park view ananda villas,sector 81,properties for sale in gurgaon,FALSE,5,bestech park view ananda villas,bestech,villa,0.0642
61400000,ready to move,2857,21500,4 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,4,ireo the grand arch,ireo,apartment,0.0614
56400000,under construction,2124,26565,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0564
61500000,ready to move,2864,21500,4 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,4,ireo the grand arch,ireo,apartment,0.0615
39000000,ready to move,1745,22404,3 bhk apartment in sobha city vista residences,sector 108,proptiger,FALSE,3,sobha city vista residences,sobha,apartment,0.039
54800000,ready to move,2448,22405,4 bhk apartment in sobha city vista residences,sector 108,proptiger,FALSE,4,sobha city vista residences,sobha,apartment,0.0548
42700000,under construction,1582,27044,4 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,4,birla navya gurugram,birla,apartment,0.0427
54800000,ready to move,2446,22405,4 bhk apartment in sobha city vista residences,sector 108,proptiger,FALSE,4,sobha city vista residences,sobha,apartment,0.0548
32800000,ready to move,1465,22404,2 bhk apartment in sobha city vista residences,sector 108,proptiger,FALSE,2,sobha city vista residences,sobha,apartment,0.0328
49400000,ready to move,2206,22405,3 bhk apartment in sobha city vista residences,sector 108,proptiger,FALSE,3,sobha city vista residences,sobha,apartment,0.0494
61900000,ready to move,2882,21500,4 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,4,ireo the grand arch,ireo,apartment,0.0619
29100000,under construction,1099,26583,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0291
54500000,under construction,2016,27044,4 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,4,birla navya gurugram,birla,apartment,0.0545
37500000,under construction,2275,16500,5 bhk apartment in elan the presidential,sector 106,proptiger,TRUE,5,elan the presidential,elan,apartment,0.0375
27900000,under construction,1692,16500,4 bhk apartment in elan the presidential,sector 106,proptiger,TRUE,4,elan the presidential,elan,apartment,0.0279
67600000,under construction,4100,16500,5 bhk apartment in elan the presidential,sector 106,proptiger,TRUE,5,elan the presidential,elan,apartment,0.0676
44800000,under construction,2717,16500,4 bhk apartment in elan the presidential,sector 106,proptiger,TRUE,4,elan the presidential,elan,apartment,0.0448
22200000,under construction,1347,16500,3 bhk apartment in elan the presidential,sector 106,proptiger,TRUE,3,elan the presidential,elan,apartment,0.0222
31800000,under construction,1200,26586,3 bhk apartment in birla navya gurugram,sector 63,home,TRUE,3,birla navya gurugram,birla,apartment,0.0318
34600000,under construction,1306,26585,3 bhk apartment in birla navya gurugram,sector 63,property in gurgaon,TRUE,3,birla navya gurugram,birla,apartment,0.0346
37200000,under construction,1402,26564,3 bhk apartment in birla navya gurugram,sector 63,properties for sale in gurgaon,TRUE,3,birla navya gurugram,birla,apartment,0.0372
37200000,under construction,1401,26564,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0372
37100000,under construction,1400,26565,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0371
46400000,ready to move,2073,22404,3 bhk apartment in sobha city vista residences,sector 108,proptiger,FALSE,3,sobha city vista residences,sobha,apartment,0.0464
39300000,under construction,2250,17500,3 bhk apartment in puri the aravallis,sector 61,proptiger,TRUE,3,puri the aravallis,puri,apartment,0.0393
48100000,under construction,2750,17500,4 bhk apartment in puri the aravallis,sector 61,proptiger,TRUE,4,puri the aravallis,puri,apartment,0.0481
40200000,under construction,2300,17500,3 bhk apartment in puri the aravallis,sector 61,proptiger,TRUE,3,puri the aravallis,puri,apartment,0.0402
67700000,under construction,2549,26564,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0677
67900000,under construction,2557,26564,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0679
34200000,ready to move,1631,21000,2 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,2,ireo the grand arch,ireo,apartment,0.0342
36800000,under construction,1388,26582,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0368
28800000,ready to move,1375,21000,2 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,2,ireo the grand arch,ireo,apartment,0.0288
19000000,under construction,764,25032,2 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,2,birla navya gurugram,birla,apartment,0.019
34100000,ready to move,1625,21000,2 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,2,ireo the grand arch,ireo,apartment,0.0341
32500000,under construction,1225,26564,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0325
65400000,ready to move,3046,21500,3 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,3,ireo the grand arch,ireo,apartment,0.0654
66900000,under construction,2520,26565,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0669
34200000,ready to move,1632,21000,2 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,2,ireo the grand arch,ireo,apartment,0.0342
45700000,under construction,1693,27057,4 bhk apartment in birla navya gurugram,sector 63,home,TRUE,4,birla navya gurugram,birla,apartment,0.0457
76000000,under construction,2812,27044,4 bhk apartment in birla navya gurugram,sector 63,property in gurgaon,TRUE,4,birla navya gurugram,birla,apartment,0.076
34200000,ready to move,1630,21000,2 bhk apartment in ireo the grand arch,sector 58,properties for sale in gurgaon,FALSE,2,ireo the grand arch,ireo,apartment,0.0342
81300000,under construction,3063,26564,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0813
28700000,under construction,1081,26582,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0287
52400000,ready to move,2438,21500,3 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,3,ireo the grand arch,ireo,apartment,0.0524
41600000,under construction,1540,27061,4 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,4,birla navya gurugram,birla,apartment,0.0416
33400000,ready to move,1591,21000,2 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,2,ireo the grand arch,ireo,apartment,0.0334
22300000,under construction,894,25032,2 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,2,birla navya gurugram,birla,apartment,0.0223
33600000,ready to move,1600,21000,2 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,2,ireo the grand arch,ireo,apartment,0.0336
57000000,under construction,2147,26565,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.057
33400000,ready to move,1595,21000,2 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,2,ireo the grand arch,ireo,apartment,0.0334
85300000,under construction,3211,26565,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0853
31400000,under construction,1165,27061,4 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,4,birla navya gurugram,birla,apartment,0.0314
29700000,under construction,1119,26586,3 bhk apartment in birla navya gurugram,sector 63,proptiger,TRUE,3,birla navya gurugram,birla,apartment,0.0297
46500000,ready to move,2163,21500,3 bhk apartment in ireo the grand arch,sector 58,proptiger,FALSE,3,ireo the grand arch,ireo,apartment,0.0465
32800000,ready to move,1465,22404,2 bhk apartment in sobha city vista residences,sector 108,home,FALSE,2,sobha city vista residences,sobha,apartment,0.0328
